Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ56,OUT046,2275.5141714285714
FDZ40,OUT019,101.10648571428571
FDS46,OUT027,2807.203028571428
DRD24,OUT045,1803.271742857143
FDV45,OUT017,3506.863714285714
FDL26,OUT045,2564.090914285714
FDA56,OUT018,2123.2362
FDN27,OUT046,2711.518057142857
FDM20,OUT049,3102.2475428571424
FDO16,OUT017,1600.202742857143
FDL03,OUT035,3161.408628571429
FDE58,OUT046,1964.8709142857144
FDI02,OUT027,3491.835657142857
NCC55,OUT019,317.11102857142856
FDR03,OUT018,2585.3965142857146
FDB14,OUT017,2604.6096000000002
FDR45,OUT013,3105.576542857143
NCN07,OUT017,2171.3640285714287
FDM51,OUT019,437.52571428571434
FDT52,OUT027,5048.6662857142865
FDL26,OUT046,2906.312114285715
NCZ42,OUT046,2252.306285714286
DRI47,OUT019,237.40525714285715
FDW40,OUT013,2283.2184285714284
FDN34,OUT046,2593.291
FDS01,OUT035,2401.6357142857146
NCG55,OUT045,1599.3467142857141
FDC11,OUT035,3199.644571428572
FDX35,OUT018,1841.3174571428572
NCB06,OUT046,2801.781514285714
FDR09,OUT019,525.6966571428571
FDC53,OUT017,1552.8358285714287
FDY45,OUT013,3176.5318
FDA22,OUT010,466.9160285714285
FDE02,OUT035,1590.2157428571427
FDW21,OUT045,1723.1855142857144
FDV34,OUT046,1039.4089142857144
FDS59,OUT049,2024.1271142857142
NCW17,OUT017,1537.2370857142857
NCK54,OUT046,1637.6777714285715
FDG17,OUT019,454.4560571428571
FDG35,OUT017,3253.289028571428
FDD08,OUT010,196.411
NCO07,OUT017,3353.824828571429
FDJ10,OUT010,281.7285142857143
FDW36,OUT017,1723.6610857142857
FDW21,OUT010,248.9140857142857
FDY19,OUT017,1940.4265428571427
DRE03,OUT013,1077.0741714285716
NCC55,OUT049,1186.3604857142857
FDH52,OUT010,263.6568
FDO09,OUT017,5089.755657142858
FDU43,OUT045,4524.871914285714
FDX09,OUT010,431.6286285714286
FDH40,OUT019,152.27797142857142
FDW58,OUT017,1850.543542857143
FDC47,OUT017,4029.992285714286
NCR41,OUT035,2050.1884285714286
DRG49,OUT035,2372.1502857142855
FDC52,OUT027,3749.5002571428568
FDY13,OUT046,1523.8259714285716
FDY35,OUT013,1758.6631428571432
FDI35,OUT017,2834.8812857142852
NCU18,OUT049,3182.904457142857
FDY33,OUT018,2721.8855142857146
FDC15,OUT027,4232.015028571429
FDU01,OUT049,1723.2806285714287
NCU42,OUT046,2686.883457142857
NCV29,OUT018,2346.0889714285718
NCY30,OUT017,2872.2612
FDQ46,OUT049,2103.832885714286
FDG58,OUT027,3099.9648
FDK33,OUT017,3757.5849714285714
NCD07,OUT045,1400.082285714286
NCX29,OUT027,3864.8738857142857
NCT42,OUT013,2460.1310000000003
DRN59,OUT035,1706.5405142857144
FDI44,OUT035,921.2769714285715
FDA45,OUT049,2129.513742857143
FDP31,OUT045,1104.5621999999998
FDY01,OUT046,1619.9865142857143
FDT09,OUT018,1830.664657142857
DRH03,OUT027,2195.1425999999997
FDA36,OUT018,2201.8957142857143
NCF31,OUT017,2449.0977428571423
FDG14,OUT049,2819.758114285714
FDG28,OUT027,5048.6662857142865
FDU14,OUT049,3210.1071428571427
FDY47,OUT019,251.95774285714288
FDI56,OUT049,997.8439714285714
DRD01,OUT013,2030.3095428571428
FDM22,OUT046,1120.160942857143
FDH33,OUT013,1835.325257142857
DRZ24,OUT013,1996.6390857142853
NCQ38,OUT046,1866.9032
FDO16,OUT027,2236.136857142857
FDU07,OUT027,4279.477057142857
NCB07,OUT013,2588.345057142857
FDU48,OUT045,1708.8232571428568
NCM43,OUT045,2699.723885714286
FDR31,OUT010,213.53157142857143
DRK49,OUT018,747.2178285714286
NCI30,OUT010,646.3015714285714
DRD60,OUT017,3699.4701428571434
NCG19,OUT046,2600.9001428571432
FDH12,OUT035,1883.5482
FDM32,OUT035,1682.7619428571431
FDM27,OUT035,2794.3626000000004
NCU53,OUT027,4118.829028571428
NCQ18,OUT046,1991.3126857142856
FDS10,OUT013,2971.084942857143
FDB33,OUT027,4183.982314285714
FDI12,OUT013,1607.7167714285715
NCW42,OUT013,3971.2116571428564
NCC06,OUT018,1780.6345428571428
FDW02,OUT017,1500.9985428571429
NCD43,OUT017,1571.3831142857143
FDM57,OUT018,1109.6983714285714
FDA58,OUT017,4346.913085714285
FDK56,OUT046,2548.0166
FDP52,OUT045,2855.8064285714286
FDW20,OUT018,2145.2076
FDS52,OUT049,1410.8302
NCT29,OUT018,1371.9284571428573
NCL54,OUT013,2446.0540857142855
FDC05,OUT045,2990.7736
FDF34,OUT035,3259.471457142857
FDP03,OUT027,3680.352171428571
FDD32,OUT010,152.08774285714284
FDZ10,OUT045,2144.1613428571427
FDZ40,OUT035,1121.2072
FDD51,OUT018,1229.1619142857141
NCY30,OUT019,351.73262857142856
FDP58,OUT017,2997.3364857142865
FDV49,OUT017,3574.299742857143
FDY24,OUT019,311.7846285714286
NCO55,OUT017,1431.1846571428573
FDR13,OUT017,1907.9925714285712
FDS51,OUT017,1524.0162000000003
FDP26,OUT045,1470.2766285714283
NCB54,OUT027,3677.593857142857
FDF32,OUT017,3439.4276857142854
FDN31,OUT018,3031.1971714285714
DRM48,OUT017,908.0560857142857
FDN20,OUT049,2653.783685714286
DRL01,OUT046,1819.1558285714289
FDV56,OUT049,2534.3201428571433
DRH13,OUT027,2452.3316285714286
FDA03,OUT017,2462.8893142857146
FDF47,OUT027,5830.505714285714
FDX32,OUT046,2907.5485999999996
FDX57,OUT049,1828.857485714286
NCA30,OUT045,2747.566371428572
FDO49,OUT013,859.4526857142856
FDL04,OUT019,144.38348571428568
DRM48,OUT035,1011.730657142857
FDR16,OUT013,2545.924085714286
NCC19,OUT018,2622.5862
NCE42,OUT045,2684.8860571428568
FDY24,OUT017,779.4615714285716
FDH19,OUT049,1410.259514285714
FDJ46,OUT013,3680.4472857142855
FDN45,OUT010,568.9736571428572
FDY08,OUT035,1753.8123142857144
FDZ37,OUT035,2146.4440857142854
NCT30,OUT045,2740.6230285714287
DRY23,OUT018,800.576942857143
NCZ30,OUT018,2248.5968285714284
FDC44,OUT018,1282.711257142857
FDB45,OUT035,1682.7619428571431
FDY04,OUT013,2816.334
FDM27,OUT046,2248.9772857142857
FDZ43,OUT017,4699.2164
FDT39,OUT019,406.23311428571435
NCC06,OUT019,405.5673142857143
FDL15,OUT027,4860.054657142857
FDL57,OUT017,5026.9802285714295
FDU08,OUT046,2164.0402285714285
FDK40,OUT017,3908.150885714286
FDQ12,OUT010,297.80282857142856
FDS48,OUT017,2846.5803428571426
FDP09,OUT045,2782.0928571428567
FDW21,OUT049,1312.2918000000002
FDY25,OUT035,2530.04
DRE13,OUT017,1689.8004
FDV43,OUT019,200.9764857142857
FDD22,OUT045,2170.127542857143
FDM46,OUT019,258.61574285714283
NCO30,OUT010,409.18165714285715
FDM25,OUT046,1754.097657142857
NCN41,OUT049,1949.6526285714285
FDU24,OUT045,1237.2466285714286
FDZ50,OUT046,2720.3636857142856
FDP45,OUT013,3337.750514285714
NCM54,OUT045,1629.6881714285712
FDW10,OUT019,422.9732285714286
FDP20,OUT017,2267.049
FDK32,OUT046,2532.322742857143
FDN52,OUT049,1456.2948285714285
FDM58,OUT045,2713.515457142857
FDZ46,OUT027,3609.7773714285713
NCA18,OUT018,1869.185942857143
FDD35,OUT046,3000.9508285714282
NCK31,OUT035,2113.8198857142856
FDI40,OUT027,2211.216914285714
FDT50,OUT019,366.8558
NCT06,OUT046,2996.7658
FDT31,OUT035,2803.3033428571425
FDT45,OUT049,1978.9478285714285
FDT13,OUT045,3459.401685714286
FDO50,OUT045,1541.8025714285716
NCU18,OUT010,245.0144
NCR54,OUT049,3649.5351428571435
NCO18,OUT018,2176.024628571429
FDU09,OUT045,685.9642285714286
FDT13,OUT018,1691.5124571428573
FDE09,OUT046,2629.053971428571
NCK53,OUT019,312.0699714285714
FDG45,OUT049,2663.2000000000003
DRH15,OUT035,1718.049342857143
FDO21,OUT019,337.46548571428565
FDD14,OUT027,5217.874600000001
FDC09,OUT046,2161.2819142857143
FDH45,OUT027,2249.5479714285716
FDV32,OUT046,2071.398914285714
FDG12,OUT035,2273.802114285714
FDS32,OUT013,1530.3888571428574
NCL55,OUT018,2782.6635428571426
DRE01,OUT035,2387.6539142857146
DRE15,OUT049,1289.0839142857146
NCL42,OUT045,3458.3554285714285
FDP31,OUT013,1423.9559714285715
FDN33,OUT018,1496.5281714285716
FDZ59,OUT046,3853.8406285714286
FDE45,OUT010,415.2689714285715
FDJ07,OUT013,1668.3045714285713
FDQ45,OUT018,2633.048771428571
FDM33,OUT027,6391.775114285714
FDO15,OUT010,225.89642857142857
FDM46,OUT013,1589.8352857142856
FDR03,OUT045,4329.4120571428575
FDY49,OUT018,1572.4293714285716
FDQ60,OUT045,2296.7246571428573
FDW10,OUT049,2164.1353428571433
FDO51,OUT049,2406.5816571428572
FDJ40,OUT018,1636.0608285714284
FDS20,OUT018,3429.9162571428574
FDU45,OUT013,2349.3228571428567
FDV02,OUT035,1972.0044857142857
FDN09,OUT046,3124.504285714286
NCM55,OUT027,3311.784314285714
FDN23,OUT018,1841.3174571428572
FDY31,OUT010,270.9806
FDW03,OUT010,385.9737714285714
FDD14,OUT046,2906.312114285714
FDV23,OUT017,1632.256257142857
DRI03,OUT045,1705.9698285714283
FDN13,OUT035,2731.1116
FDF45,OUT027,2537.7442571428574
FDU46,OUT035,1601.2489999999998
FDB57,OUT049,3843.5682857142856
FDV12,OUT049,1935.3854857142858
FDQ58,OUT013,1666.212057142857
NCA18,OUT017,1617.0379714285716
FDH52,OUT049,1150.3121714285714
FDM24,OUT018,2144.732028571428
NCP43,OUT027,3311.784314285714
NCO18,OUT019,351.7326285714286
FDM32,OUT017,1975.0481428571427
NCL07,OUT017,1282.8063714285713
FDK03,OUT013,3510.192714285714
FDP59,OUT017,1911.5118000000002
FDQ24,OUT049,2967.851057142857
FDQ16,OUT018,1268.2538857142858
FDU44,OUT013,3265.4636571428573
FDH28,OUT010,172.91777142857146
FDV28,OUT019,164.16725714285715
FDM22,OUT045,1210.5195142857142
FDR56,OUT046,2637.3289142857143
FDV39,OUT049,1410.2595142857147
FDU37,OUT019,221.04559999999998
FDQ11,OUT010,440.1889142857143
FDX02,OUT045,3677.023171428572
NCS42,OUT018,1404.6477714285716
FDY57,OUT027,2649.598657142857
FDB21,OUT049,3152.8483428571426
FDE28,OUT017,3351.8274285714288
FDQ55,OUT017,2392.0291714285713
FDA48,OUT049,3003.0433428571428
FDZ19,OUT045,2416.8540000000003
NCC43,OUT045,3167.8764000000006
NCV18,OUT046,1450.0172857142857
NCA42,OUT018,2216.2579714285716
FDY45,OUT046,3132.493885714285
NCC30,OUT045,3146.285457142857
FDM57,OUT013,1592.4984857142856
FDL09,OUT010,264.60794285714286
FDB09,OUT027,4047.3030857142853
FDT44,OUT035,1998.2560285714285
NCT06,OUT027,3549.855371428571
FDX26,OUT049,2790.843371428571
FDK32,OUT013,2834.0252571428573
DRA12,OUT046,1673.4407428571428
FDO46,OUT010,352.49354285714287
FDE52,OUT013,1482.4512571428572
NCH42,OUT045,3404.2354
FDV08,OUT035,1198.0595428571428
FDB47,OUT018,1801.4645714285712
FDC28,OUT010,335.2778571428571
FDD22,OUT046,1659.7442857142855
FDS07,OUT027,3139.9128000000005
DRI13,OUT045,2719.1272
FDG32,OUT018,2380.235
FDU14,OUT017,4430.518542857143
FDD28,OUT019,68.00671428571428
NCP41,OUT017,1477.8857714285716
FDS08,OUT049,2421.6097142857143
FDX47,OUT045,2444.8176
FDC53,OUT019,156.3678857142857
FDQ19,OUT035,4163.9132
FDL14,OUT045,2585.9671999999996
FDM33,OUT019,426.5875714285715
FDA51,OUT045,1170.4764
FDZ27,OUT018,1230.113057142857
FDT04,OUT046,2047.1447714285716
DRC13,OUT049,2057.892685714286
FDR16,OUT027,4614.5646857142865
FDQ03,OUT027,6297.421742857144
FDE38,OUT035,2967.375485714286
DRH23,OUT027,2288.069257142857
FDT11,OUT019,405.47220000000004
FDD09,OUT035,3039.5672285714286
FDR40,OUT045,1214.9898857142857
FDX07,OUT017,4215.274914285714
FDR07,OUT035,2155.765285714286
FDA51,OUT017,2034.8750285714286
FDT59,OUT019,347.6427142857143
FDF20,OUT017,2406.2963142857147
FDR13,OUT045,1882.597057142857
FDY26,OUT049,2866.649457142857
FDW04,OUT017,1919.120942857143
FDK52,OUT017,4454.201999999999
FDN60,OUT049,2303.287542857143
FDM09,OUT019,287.4353714285714
FDP46,OUT049,1886.2114
FDB50,OUT019,359.7222285714286
NCQ29,OUT049,3019.0225428571425
FDP16,OUT027,5354.3636
FDX33,OUT018,2226.815657142857
FDP07,OUT010,422.87811428571433
FDN22,OUT046,2944.6431714285713
FDF39,OUT049,3391.490085714285
FDS21,OUT017,1014.9645428571429
NCM42,OUT013,2086.6172
FDK50,OUT019,404.71128571428574
DRF13,OUT027,4467.042428571428
FDH35,OUT018,1915.9821714285715
FDP60,OUT018,1285.5646857142858
DRJ49,OUT027,3605.782571428571
NCT42,OUT019,471.6717428571428
FDE38,OUT049,2360.165885714286
FDI04,OUT049,4052.1539142857146
NCH54,OUT045,2868.3615142857147
FDT56,OUT049,1916.1723999999997
DRD15,OUT018,3390.063371428572
FDV58,OUT013,2971.0849428571423
FDP21,OUT049,2692.0196285714287
FDH05,OUT013,3310.833171428571
FDR10,OUT027,3571.3512
NCP06,OUT045,2486.287428571429
FDF33,OUT049,1119.5902571428571
DRK37,OUT013,3011.6987428571433
DRH49,OUT045,1468.2792285714288
FDT58,OUT013,2165.8474
FDD41,OUT018,1464.189314285714
FDP40,OUT018,1464.189314285714
FDM51,OUT027,2797.976942857143
FDO45,OUT010,178.05394285714286
FDW33,OUT010,361.7196285714286
FDY24,OUT045,1050.5372857142859
FDB10,OUT010,543.4830285714286
FDM40,OUT035,1832.4718285714284
NCI06,OUT017,3663.8974000000003
FDW12,OUT019,371.0408285714285
FDX48,OUT027,4910.560342857142
NCW05,OUT027,3155.511542857143
FDX27,OUT017,1881.5508000000002
DRM37,OUT045,3537.6807428571433
FDA38,OUT045,2056.3708571428574
FDR36,OUT046,1386.1956000000002
FDZ45,OUT046,2966.2341142857144
FDG05,OUT017,2276.179971428571
FDK28,OUT013,4333.787314285714
FDV47,OUT045,1192.0673428571429
FDN21,OUT045,2483.814457142857
FDP20,OUT027,4735.550057142857
FDI35,OUT045,3424.0191714285716
DRY23,OUT013,981.8647714285713
FDA56,OUT017,1383.3421714285716
FDB09,OUT013,2271.424257142857
NCO26,OUT027,3265.8441142857146
FDQ49,OUT018,2480.7708
FDI52,OUT027,3106.908142857143
FDZ44,OUT027,3872.2927999999997
FDZ09,OUT018,2286.5474285714286
FDY03,OUT049,1915.6968285714286
NCG42,OUT017,2579.7847714285713
DRI13,OUT027,6015.407885714287
FDQ32,OUT013,1336.8312857142857
FDW16,OUT035,1817.0633142857143
FDU27,OUT046,2143.2102
FDR28,OUT010,340.7944857142857
FDQ49,OUT010,513.5220285714287
FDS37,OUT046,1505.754257142857
FDW26,OUT018,2726.5461142857143
FDX12,OUT018,3622.522685714285
NCP06,OUT013,2366.7287714285712
FDW45,OUT010,454.5511714285714
NCN30,OUT049,2269.4268571428574
FDN24,OUT049,1626.7396285714287
NCL41,OUT027,1361.7512285714286
FDR02,OUT019,214.57782857142857
FDD09,OUT010,457.02414285714286
FDS33,OUT010,175.20051428571426
FDU22,OUT045,2387.3685714285716
FDI53,OUT013,1714.815457142857
DRH01,OUT049,2343.330657142857
FDX32,OUT013,2482.4828571428575
NCP30,OUT018,629.2761142857142
FDB60,OUT045,3066.1992285714286
FDB14,OUT049,1669.9215142857138
NCP02,OUT035,1362.9877142857144
FDJ10,OUT017,2229.6690857142858
FDG34,OUT046,1141.3714285714286
NCB18,OUT017,2189.0552857142857
FDM16,OUT049,1268.8245714285715
FDW25,OUT018,1895.9130571428573
FDB35,OUT010,244.53882857142858
DRN11,OUT013,1302.6852571428572
FDF41,OUT019,416.88591428571436
FDH16,OUT045,1272.9144857142858
NCQ50,OUT018,3832.4399142857137
DRH23,OUT018,1607.7167714285715
DRJ37,OUT013,3320.1543714285713
DRJ24,OUT027,3352.4932285714285
FDY16,OUT035,3359.0561142857146
FDQ27,OUT045,1667.7338857142856
FDZ33,OUT045,3190.989171428571
FDF29,OUT045,1948.7014857142856
FDA08,OUT049,3609.206685714286
FDG31,OUT046,1510.9855428571427
FDE34,OUT019,421.7367428571428
NCR30,OUT027,2324.878485714286
FDV33,OUT035,4426.428628571429
DRZ24,OUT018,1495.1014571428573
NCL54,OUT035,3640.2139428571427
FDR12,OUT049,3413.271257142857
NCC54,OUT046,3819.0288
DRN59,OUT013,1150.1219428571428
FDX50,OUT019,234.5518285714286
FDV31,OUT027,4862.908085714285
NCA29,OUT027,3652.103228571428
FDW60,OUT049,3619.1936857142855
FDX08,OUT017,2540.6928000000003
DRD49,OUT013,3453.0290285714286
FDD33,OUT046,2873.592800000001
FDW35,OUT013,1686.376285714286
FDJ36,OUT017,1468.6596857142856
FDV51,OUT035,3081.702857142857
FDW36,OUT046,2151.485142857143
FDH35,OUT046,3011.128057142857
NCS30,OUT027,3862.9716000000003
FDN49,OUT017,2344.2818
FDL08,OUT018,3410.798285714286
FDI09,OUT013,3617.481628571429
FDP19,OUT018,1704.1626571428571
FDU21,OUT010,124.69482857142854
NCP41,OUT045,1592.2131428571429
FDY10,OUT013,2575.219285714286
FDP12,OUT018,1139.1838
NCN26,OUT049,1715.1007999999997
FDK44,OUT013,2210.075542857143
FDC28,OUT049,1584.8893428571428
FDJ41,OUT027,5784.2801714285715
NCT29,OUT035,2592.3398571428575
NCH42,OUT019,290.19368571428566
FDU60,OUT018,2791.9847428571425
FDS02,OUT045,3776.322485714286
FDC51,OUT046,1697.6948857142856
FDU03,OUT013,3010.652485714286
FDX39,OUT045,3891.7912285714287
NCY05,OUT010,221.52117142857142
NCL06,OUT027,5535.461199999999
FDD32,OUT035,1384.0079714285714
NCN41,OUT045,1601.9148
NCX53,OUT049,2659.490542857143
FDU57,OUT019,307.98005714285716
FDQ23,OUT046,3576.6775999999995
FDQ52,OUT045,4429.091828571429
FDC14,OUT045,1072.2233428571428
FDY09,OUT035,4146.982857142857
FDQ28,OUT045,2683.4593428571425
FDV25,OUT046,3643.0673714285717
FDJ07,OUT035,2153.767885714286
DRB25,OUT049,1936.717085714286
FDK52,OUT019,517.8021714285715
FDY52,OUT027,1796.9941999999999
FDB28,OUT046,3361.814428571429
FDT36,OUT035,1146.5076000000001
FDV25,OUT017,3348.498428571428
NCN07,OUT027,3311.7843142857137
FDC57,OUT017,4359.277942857143
FDQ03,OUT018,3016.2642285714287
FDU23,OUT017,3832.3448
NCX41,OUT035,2797.8818285714287
NCD06,OUT035,1195.9670285714287
FDW08,OUT045,2152.0558285714283
NCU29,OUT017,1367.4580857142857
NCE06,OUT013,2768.3964
FDV52,OUT010,298.84908571428565
FDB02,OUT017,2754.699942857143
NCR18,OUT045,1351.0033142857142
FDK16,OUT049,1410.8302
NCQ29,OUT010,486.6997999999999
FDZ01,OUT019,357.4394857142857
FDW27,OUT035,2864.6520571428578
FDD17,OUT018,3602.6438000000007
FDW39,OUT013,2800.8303714285717
DRH59,OUT045,1418.8198
FDS52,OUT013,1551.8846857142858
FDU40,OUT027,5528.042285714286
NCF54,OUT013,2794.5528285714286
FDH46,OUT045,1996.353742857143
NCP14,OUT049,1312.006457142857
FDH50,OUT049,2272.3754
DRF15,OUT010,204.2103714285714
FDV27,OUT027,2376.0499714285716
NCJ06,OUT049,2302.1461714285715
FDN02,OUT018,2277.606685714286
FDQ51,OUT049,2275.7995142857144
FDQ07,OUT017,3700.4212857142857
FDS45,OUT049,1862.2425999999998
NCJ06,OUT045,1790.050857142857
FDD36,OUT035,1677.8160000000003
FDY25,OUT045,3012.1743142857144
FDU52,OUT046,1813.7343142857142
DRK47,OUT017,2301.5754857142856
NCL30,OUT017,2288.4497142857144
FDN22,OUT035,4012.1107999999995
NCF30,OUT027,3803.239828571429
FDK03,OUT035,3502.012885714286
FDT45,OUT017,1172.188457142857
NCC54,OUT027,5673.9475999999995
FDP08,OUT018,3039.947685714286
FDU44,OUT046,2882.6286571428573
DRG39,OUT035,1148.219657142857
FDU32,OUT049,1290.1301714285714
FDY27,OUT049,2526.711
NCP54,OUT013,1539.044257142857
